2.85337	1	0
2.8402	1	0
2.84727	1	0
2.86769	1	0
2.83053	1	0
2.81411	1	0
2.86897	1	0
2.91713	1	0
2.88002	1	0
2.92124	1	0
2.94551	1	0
2.9963	1	0
3.0616	1	0
2.99944	1	0
2.91906	1	0
2.84719	1	0
2.99368	1	0
3.07497	1	0
3.0043	1	0
2.93515	1	0
2.92474	1	0
2.96081	1	0
3.06064	1	0
2.82321	1	0
2.88745	1	0
2.83045	1	0
2.90814	1	0
2.85089	1	0
2.87627	1	0
2.79952	1	0
2.85453	1	0
2.95369	1	0
2.96891	1	0
2.94543	1	0
3.03488	1	0
3.03905	1	0
2.92734	1	0
3.12164	1	0
2.88876	1	0
2.98975	1	0
2.98121	1	0
2.95884	1	0
3.03915	1	0
2.8776	1	0
2.89899	1	0
2.90479	1	0
2.82791	1	0
2.83153	1	0
2.79872	1	0
2.84171	1	0
2.81315	1	0
2.89853	1	0
2.82019	1	0
2.82832	1	0
2.80732	1	0
2.58278	1	0
2.52513	1	0
2.58318	1	0
2.61856	1	0
2.66302	1	0
2.57832	1	0
2.73895	1	0
2.54911	1	0
2.69353	1	0
2.55358	1	0
2.62876	1	0
2.5363	1	0
2.78474	1	0
2.6406	1	0
2.77348	1	0
2.57178	1	0
2.71754	1	0
2.63856	1	0
2.70174	1	0
2.76598	1	0
2.65291	1	0
2.78669	1	0
2.57596	1	0
2.71064	1	0
2.65824	1	0
2.63338	1	0
2.79236	1	0
2.71049	1	0
2.71292	1	0
2.55642	1	0
2.76796	1	0
2.62428	1	0
2.68521	1	0
2.60644	1	0
2.57249	1	0
2.5375	1	0
2.6544	1	0
2.54045	1	0
2.78624	1	0
2.71823	1	0
2.58735	1	0
2.61569	1	0
2.67524	1	0
2.75174	1	0
2.66632	1	0
2.57627	1	0
2.70542	1	0
2.78359	1	0
2.73904	1	0
2.59877	1	0
2.73557	1	0
2.68379	1	0
2.64874	1	0
2.58847	1	0
2.67623	1	0
2.76859	1	0
2.55761	1	0
2.55105	1	0
2.78504	1	0
2.77494	1	0
2.56339	1	0
2.63092	2	0
2.71579	1	0
2.72039	1	0
2.6467	1	0
2.56568	1	0
2.63376	1	0
2.75787	1	0
2.62223	1	0
2.71345	1	0
2.67769	1	0
2.66107	1	0
2.59443	1	0
2.74011	1	0
2.56691	1	0
2.5277	1	0
2.6105	1	0
2.55241	1	0
2.69902	1	0
2.52574	1	0
2.60037	1	0
2.68168	1	0
2.75959	1	0
2.56039	1	0
2.73408	1	0
2.76793	1	0
2.64754	1	0
2.5991	1	0
2.68141	1	0
2.6342	1	0
2.72996	1	0
2.71237	1	0
2.65894	1	0
2.74638	1	0
2.58779	1	0
2.63967	1	0
2.74685	1	0
2.66932	1	0
2.52633	1	0
2.57528	1	0
2.66895	1	0
2.59898	1	0
2.60144	1	0
2.73984	1	0
2.66429	1	0
2.60322	1	0
2.52989	1	0
2.52138	1	0
2.54385	1	0
2.52813	1	0
2.56841	1	0
2.30914	1	0
2.27884	1	0
2.37563	1	0
2.40481	1	0
2.44828	1	0
2.43074	1	0
2.34058	1	0
2.35188	1	0
2.26869	1	0
2.48905	1	0
2.25217	1	0
2.50587	1	0
2.51231	1	0
2.36299	1	0
2.43445	1	0
2.27386	1	0
2.33098	1	0
2.49067	1	0
2.32661	1	0
2.42261	1	0
2.41673	1	0
2.25113	1	0
2.3368	1	0
2.30977	1	0
2.24131	1	0
2.29586	1	0
2.39001	1	0
2.26497	1	0
2.35813	1	0
2.44826	1	0
2.31941	1	0
2.50318	1	0
2.47031	1	0
2.40762	1	0
2.44911	1	0
2.35489	1	0
2.25863	1	0
2.40167	1	0
2.51837	1	0
2.48002	1	0
2.42537	1	0
2.45947	1	0
2.47825	1	0
2.33238	1	0
2.37546	1	0
2.28411	1	0
2.38952	1	0
2.29591	1	0
2.33876	1	0
2.51075	1	0
2.4493	1	0
2.3219	1	0
2.35879	1	0
2.42147	1	0
2.27352	1	0
2.25057	1	0
2.37125	1	0
2.47976	1	0
2.51563	1	0
2.50788	1	0
2.43701	1	0
2.38059	1	0
2.47314	1	0
2.31387	1	0
2.41455	1	0
2.28584	1	0
2.25774	1	0
2.34755	1	0
2.47204	1	0
2.47879	1	0
2.30429	1	0
2.39308	1	0
2.31379	1	0
2.40913	1	0
2.33094	1	0
2.48751	1	0
2.40235	1	0
2.44274	1	0
2.50877	1	0
2.46953	1	0
2.39858	1	0
2.2861	1	0
2.4157	1	0
2.34077	1	0
2.33683	1	0
2.25843	1	0
2.27917	1	0
2.31782	1	0
2.48411	1	0
2.50016	1	0
2.43772	1	0
2.33885	1	0
2.46221	1	0
2.40312	1	0
2.36705	1	0
2.39909	1	0
2.25792	1	0
2.2533	1	0
2.47639	1	0
2.51746	1	0
2.44375	1	0
2.37626	1	0
2.45558	1	0
2.36444	1	0
2.45708	1	0
2.29344	1	0
2.28527	1	0
2.35576	1	0
2.43551	1	0
2.26188	1	0
2.27395	1	0
2.30596	1	0
2.38678	1	0
2.32887	1	0
2.4302	1	0
2.37144	1	0
2.46596	1	0
2.29897	1	0
2.27102	1	0
2.38844	1	0
2.48119	1	0
2.50402	1	0
2.31671	1	0
2.3999	1	0
2.49456	1	0
2.43036	1	0
2.35854	1	0
2.32679	1	0
2.43387	1	0
2.25914	1	0
2.24537	1	0
2.27684	1	0
2.27622	1	0
2.36057	1	0
2.2071	1	0
2.07148	1	0
2.10972	1	0
2.00401	1	0
2.18695	1	0
1.954	1	0
2.01962	1	0
2.12127	1	0
2.21903	1	0
2.14339	1	0
2.16389	1	0
2.0356	1	0
2.0693	1	0
1.95438	1	0
1.97333	1	0
2.08395	1	0
2.23059	1	0
2.18631	1	0
2.11291	1	0
2.15092	1	0
2.04321	1	0
2.01418	1	0
1.95191	1	0
2.05375	1	0
1.93022	1	0
2.14465	1	0
2.22142	1	0
1.96293	1	0
2.04064	1	0
2.14356	1	0
2.10779	1	0
1.99554	1	0
2.16533	1	0
2.10116	1	0
2.05118	1	0
1.98622	1	0
2.19217	1	0
1.98878	1	0
2.09306	1	0
2.02576	1	0
2.22695	1	0
2.15617	1	0
1.92259	1	0
2.23506	1	0
2.18144	1	0
2.06839	1	0
1.95988	1	0
2.13613	1	0
2.23603	1	0
2.17764	1	0
2.03322	1	0
2.06792	1	0
1.95942	1	0
2.12609	1	0
2.01314	1	0
2.22699	1	0
2.17146	1	0
2.01781	1	0
2.14251	1	0
2.12794	1	0
2.04511	1	0
1.97004	1	0
2.06634	1	0
1.94611	1	0
2.21345	1	0
2.05886	1	0
2.17051	1	0
2.11069	1	0
1.99197	1	0
2.0354	1	0
1.94371	1	0
2.1499	1	0
1.92494	1	0
2.22808	1	0
2.10333	1	0
1.99569	1	0
2.22378	1	0
2.20024	1	0
2.13484	1	0
2.11632	1	0
2.02124	1	0
2.00872	1	0
2.22294	1	0
1.97006	1	0
2.08768	1	0
2.18935	1	0
2.00547	1	0
2.11857	1	0
2.03488	1	0
2.14209	1	0
1.92463	1	0
1.9423	1	0
1.94363	1	0
2.06458	1	0
2.21603	1	0
2.17477	1	0
2.00209	1	0
2.10818	1	0
2.03586	1	0
2.14055	1	0
1.94848	1	0
2.04856	1	0
2.16244	1	0
2.20531	1	0
2.02661	1	0
2.10867	1	0
2.21131	1	0
1.92468	1	0
2.07786	1	0
2.11387	1	0
2.18559	1	0
2.20158	1	0
2.00632	1	0
2.10659	1	0
1.9844	1	0
2.20311	1	0
2.17796	1	0
2.0831	1	0
2.09668	1	0
1.98891	1	0
2.016	1	0
1.96703	1	0
2.11863	1	0
2.23682	1	0
2.05118	1	0
2.16888	1	0
2.1931	1	0
2.09328	1	0
2.01038	1	0
